,Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_KD,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_pct,B_longest_win_streak,B_losses,B_avg_opp_KD,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_pct,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_KD,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_pct,R_longest_win_streak,R_losses,R_avg_opp_KD,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_pct,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,B_body_off_success,R_body_off_success,B_clinch_off_success,R_clinch_off_success,B_distance_off_success,R_distance_off_success,B_ground_off_success,R_ground_off_success,B_head_off_success,R_head_off_success,B_leg_off_success,R_leg_off_success,B_sig_str_off_success,R_sig_str_off_success,B_td_off_success,R_td_off_success,B_total_landed_off_success,R_total_landed_off_success,B_body_def_success,R_body_def_success,B_clinch_def_success,R_clinch_def_success,B_distance_def_success,R_distance_def_success,B_ground_def_success,R_ground_def_success,B_head_def_success,R_head_def_success,B_leg_def_success,R_leg_def_success,B_sig_str_def_success,R_sig_str_def_success,B_td_def_success,R_td_def_success,B_total_landed_def_success,R_total_landed_def_success
2218,Blue,False,3,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.5366666666666666,1.0,0.0,1.0,2.0,0.0,1.6666666666666667,0.0,0.36000000000000004,0.6666666666666666,0.2333333333333333,7.0,625.3333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,172.72,172.72,135.0,0.0,2.0,0.0,0.3333333333333333,1.0,1.0,0.51,0.3333333333333333,0.0,2.0,1.0,0.0,3.6666666666666665,0.0,0.6933333333333334,3.333333333333333,0.7066666666666667,8.0,716.6666666666665,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,170.18,175.26,135.0,31.0,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7037037037037036,0.7894736842105264,0.6333333333333332,0.6363636363636364,0.46613545816733065,0.4339622641509434,0.6666666666666666,0.6875,0.41452991452991456,0.3888888888888889,0.896551724137931,0.8888888888888888,0.4896551724137931,0.5,0.0,0.0,0.5535714285714286,0.5789473684210527,0.7017543859649124,0.7333333333333332,0.72,0.7,0.25092250922509235,0.5363128491620113,1.0,0.5,0.16289592760180993,0.4671052631578949,0.7419354838709679,0.9333333333333333,0.32038834951456313,0.5431472081218274,0.31250000000000006,0.4999999999999999,0.4323607427055703,0.5811965811965814
2219,Red,True,5,0.0,3.0,0.0,1.0,0.0,0.0,0.30666666666666664,0.0,0.16666666666666666,3.0,0.0,0.0,0.0,0.0,0.22666666666666666,0.0,0.0,6.0,529.6666666666666,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,160.02,167.64,135.0,0.0,2.0,0.0,0.16666666666666666,1.5,0.3333333333333333,0.4766666666666666,0.0,0.4283333333333334,2.0,2.0,0.0,3.6666666666666665,0.3333333333333333,0.3800000000000001,1.0,0.17500000000000002,22.0,1100.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,160.02,167.64,125.0,28.0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6410256410256411,0.7888198757763977,0.3333333333333333,0.7517241379310344,0.3028571428571428,0.3929765886287624,0.9230769230769231,0.9230769230769231,0.25477707006369427,0.2948453608247422,0.9375,0.7818181818181822,0.3252032520325203,0.470899470899471,0.3333333333333333,0.4791666666666667,0.3377659574468086,0.5705882352941176,0.3939393939393939,0.7244094488188977,0.5454545454545455,0.6850393700787402,0.2988505747126437,0.24607329842931938,0.0,0.6666666666666666,0.2987551867219917,0.20864661654135333,0.5555555555555556,0.6338028169014083,0.3180212014134276,0.33972602739726027,0.0,0.30612244897959184,0.3228070175438597,0.5098406747891284
2220,Blue,False,3,0.0,2.0,0.0,0.5,3.0,0.0,0.54,1.0,0.5,2.0,0.0,0.0,0.0,0.0,0.265,0.0,0.0,3.0,356.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,187.96,193.04,205.0,2.0,0.0,0.0,0.7272727272727273,0.8181818181818182,0.0,0.4709090909090909,0.0,0.2336363636363637,3.0,4.0,0.0,1.6363636363636365,0.09090909090909093,0.4318181818181818,0.8181818181818182,0.15636363636363634,33.0,847.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0,7.0,185.42,185.42,205.0,33.0,34.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0.8584070796460177,0.0,0.6772486772486771,0.46153846153846156,0.3406193078324226,0.6542056074766355,0.6911764705882351,0.5730994152046783,0.34307692307692306,0.0,0.9767441860465116,0.5714285714285714,0.4491315136476427,1.0,0.37499999999999994,0.6206896551724138,0.5786046511627908,0.5,0.7333333333333335,0.3333333333333333,0.6967741935483871,0.2692307692307692,0.32745591939546603,0.0,0.6699029126213593,0.2127659574468085,0.2641509433962264,1.0,0.7999999999999998,0.2727272727272727,0.4153992395437262,0.0,0.21666666666666673,0.3220338983050847,0.4972762645914398
2221,Red,False,3,0.0,2.0,0.0,0.42857142857142855,1.1428571428571428,0.0,0.4842857142857143,0.2857142857142857,0.1542857142857143,4.0,1.0,0.14285714285714285,0.0,0.0,0.4328571428571428,0.2857142857142857,0.02,14.0,518.1428571428571,0.0,0.0,0.0,2.0,2.0,2.0,0.0,6.0,185.42,185.42,155.0,0.0,2.0,0.0,0.3333333333333333,1.3333333333333333,0.0,0.3866666666666667,0.3333333333333333,0.22,2.0,1.0,0.0,1.3333333333333333,0.6666666666666666,0.21666666666666665,0.0,0.33,7.0,627.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,177.8,182.88,170.0,29.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8255813953488372,0.19999999999999998,0.5882352941176471,0.75,0.49590834697217673,0.3203883495145631,0.6499999999999999,0.7142857142857144,0.34632034632034625,0.29591836734693877,0.8613138686131386,0.9333333333333333,0.5094890510948904,0.3728813559322033,0.5,0.6666666666666666,0.5295735900962861,0.6451612903225805,0.6842105263157895,0.8749999999999999,0.5238095238095238,0.8749999999999999,0.5247093023255814,0.2444444444444444,0.16666666666666666,0.3181818181818182,0.4808652246256239,0.14130434782608692,0.7500000000000001,0.7999999999999998,0.5217391304347825,0.3,0.07142857142857142,0.5,0.5384615384615384,0.5925925925925924
2222,Blue,False,3,0.0,3.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.43,1.6666666666666667,0.2766666666666667,3.0,0.0,0.0,1.3333333333333333,0.0,0.32,0.3333333333333333,0.6,6.0,539.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,172.72,180.34,145.0,0.0,2.0,0.0,0.5,0.0,0.0,0.29,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.415,0.0,0.025,4.0,526.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,177.8,180.34,155.0,30.0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.9473684210526317,0.875,0.8571428571428572,0.6666666666666666,0.3981481481481482,0.2692307692307692,0.5999999999999999,0.0,0.29545454545454547,0.2336448598130841,0.6071428571428572,0.9230769230769231,0.4518518518518517,0.34375,0.375,0.0,0.6165803108808289,0.5141242937853108,0.5,0.631578947368421,0.4285714285714286,0.6785714285714286,0.30841121495327106,0.2549019607843137,1.0,0.0,0.2597402597402597,0.2692307692307692,0.4666666666666666,0.75,0.33898305084745767,0.4050632911392405,0.7142857142857144,0.05,0.4713375796178344,0.4367816091954023
2223,Red,False,3,0.0,2.0,0.0,0.07692307692307693,1.5384615384615383,0.38461538461538464,0.5092307692307692,1.3846153846153846,0.4407692307692308,4.0,4.0,0.15384615384615385,0.6923076923076923,0.3076923076923077,0.4238461538461538,0.7692307692307693,0.3815384615384616,29.0,596.7692307692307,0.0,0.0,0.0,4.0,2.0,3.0,0.0,9.0,177.8,172.72,155.0,0.0,3.0,0.0,0.1111111111111111,3.6666666666666665,0.5555555555555556,0.5100000000000001,0.5555555555555556,0.37333333333333335,3.0,3.0,0.1111111111111111,1.5555555555555556,0.8888888888888888,0.42,0.5555555555555556,0.4722222222222222,25.0,814.3333333333335,0.0,0.0,1.0,3.0,1.0,1.0,0.0,6.0,177.8,182.88,155.0,29.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7205882352941174,0.8181818181818183,0.6363636363636364,0.7124183006535946,0.39439655172413796,0.47863247863247865,0.5800711743772241,0.6721311475409835,0.43579234972677594,0.41783216783216776,0.7840909090909094,0.9032258064516131,0.4921171171171171,0.5381727158948686,0.40677966101694923,0.43749999999999994,0.5798319327731093,0.6224783861671469,0.7864077669902917,0.6307692307692306,0.5921787709497205,0.568627450980392,0.336283185840708,0.39783281733746134,0.5047619047619047,0.5444444444444446,0.33571428571428563,0.3934640522875817,0.717391304347826,0.8936170212765959,0.41107184923439355,0.4378563283922462,0.42857142857142866,0.6486486486486487,0.5835714285714285,0.5348837209302325
2224,Red,False,3,1.0,0.0,0.0,0.0,3.6666666666666665,0.3333333333333333,0.4833333333333333,0.6666666666666666,0.4933333333333334,2.0,1.0,0.0,0.0,0.3333333333333333,0.38333333333333336,1.6666666666666667,0.3333333333333333,9.0,900.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,180.34,177.8,145.0,2.0,0.0,0.0,0.1875,2.4375,0.0625,0.34124999999999994,0.8125,0.395,4.0,7.0,0.1875,0.5625,0.125,0.30750000000000005,1.0,0.185625,44.0,776.5625,0.0,0.0,2.0,2.0,1.0,4.0,0.0,9.0,170.18,177.8,155.0,29.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6326530612244898,0.6285714285714286,0.8461538461538461,0.6261682242990654,0.3857142857142858,0.21206743566992015,0.8269230769230771,0.5576923076923077,0.4589041095890411,0.22283033620015638,1.0,0.9090909090909091,0.526829268292683,0.30187416331994643,0.47058823529411753,0.3902439024390244,0.7211796246648796,0.4639225181598063,0.717948717948718,0.7352941176470589,0.7222222222222222,0.6692307692307692,0.33185840707964603,0.2602848101265823,0.8181818181818182,0.7831325301204819,0.26785714285714285,0.28239700374531834,0.5,0.725,0.38039215686274513,0.3256601218686527,0.6666666666666666,0.21951219512195122,0.5579514824797843,0.4281752634498059
2225,Blue,False,3,1.0,0.0,0.0,0.0,3.5,0.0,0.425,1.0,0.54,1.0,1.0,0.5,0.0,0.5,0.395,1.0,0.515,6.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,185.42,182.88,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.57,2.0,0.75,1.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,180.34,170.0,25.0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7647058823529411,0.0,0.7619047619047619,0.0,0.2867647058823529,0.0,0.7777777777777778,0.0,0.3055555555555556,0.0,0.8666666666666667,0.0,0.43005181347150256,0.0,0.5714285714285714,0.0,0.6898263027295285,0.6,0.5714285714285714,1.0,0.5263157894736842,1.0,0.36683417085427134,0.25,0.6,1.0,0.37727272727272726,0.5,0.8571428571428571,0.5,0.40725806451612906,0.5714285714285714,0.45454545454545453,0.75,0.5316091954022989,0.7272727272727273
2226,Red,False,3,1.0,0.0,0.0,0.09090909090909093,1.5454545454545454,0.09090909090909093,0.4936363636363635,0.09090909090909093,0.4127272727272727,2.0,4.0,0.2727272727272727,0.7272727272727273,0.09090909090909093,0.4827272727272728,0.09090909090909093,0.18636363636363634,23.0,534.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,7.0,182.88,187.96,205.0,1.0,0.0,0.0,0.5,1.7,0.0,0.358,0.2,0.254,5.0,3.0,0.2,0.2,0.0,0.30200000000000005,0.5,0.125,22.0,561.3,1.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,187.96,187.96,205.0,42.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7500000000000001,0.75,0.6829268292682927,0.6470588235294118,0.347985347985348,0.28693790149892934,0.6862745098039214,0.6260869565217392,0.4028169014084507,0.2975517890772128,0.8648648648648647,0.8181818181818182,0.4639423076923077,0.37756714060031593,0.4042553191489362,0.425531914893617,0.684596577017115,0.5094562647754137,0.75,0.679245283018868,0.8906250000000001,0.65,0.2622950819672131,0.24375,0.7173913043478262,0.7142857142857143,0.2824427480916031,0.19540229885057472,0.9333333333333333,0.7272727272727273,0.43502824858757067,0.2783109404990403,0.30434782608695654,0.5,0.6945668135095449,0.36363636363636365
2227,Blue,False,3,1.0,0.0,0.0,0.0,0.5,0.0,0.46,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5650000000000001,0.5,0.0,5.0,716.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,182.88,190.5,260.0,1.0,0.0,0.0,0.2,1.0,0.2,0.418,0.4,0.364,4.0,1.0,0.2,0.4,0.4,0.4320000000000001,0.0,0.0,12.0,660.6,0.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,185.42,185.42,255.0,28.0,36.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.9090909090909091,0.8461538461538461,0.5806451612903226,0.5,0.5132743362831859,0.35897435897435903,0.3,0.7,0.45985401459854014,0.41333333333333333,1.0,0.0,0.512987012987013,0.4478527607361963,0.0,0.4722222222222222,0.5449101796407185,0.6514657980456027,1.0,0.7407407407407407,0.84375,0.65,0.46511627906976744,0.32934131736526945,0.0,0.5555555555555555,0.35443037974683544,0.32869080779944293,1.0,0.8666666666666667,0.5677966101694916,0.3765586034912718,0.0,0.0,0.64,0.48148148148148145
2228,Blue,False,3,2.0,0.0,0.0,0.0,0.0,0.0,0.455,3.0,0.33,0.0,2.0,0.0,8.5,1.5,0.45,4.0,0.925,6.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,193.04,170.0,1.0,0.0,0.0,0.0,1.0,0.5,0.4300000000000001,1.5,0.125,1.0,1.0,0.5,0.0,0.0,0.35,0.0,0.0,3.0,353.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,185.42,200.66,170.0,33.0,28.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.3333333333333333,0.9565217391304348,0.6666666666666666,1.0,0.20161290322580644,0.2967032967032967,0.875,0.7,0.20535714285714285,0.2978723404255319,0.5882352941176471,1.0,0.2608695652173913,0.4462809917355372,0.6666666666666666,0.25,0.509090909090909,0.5730994152046783,0.5,0.6153846153846154,0.6,0.8,0.29411764705882354,0.24778761061946902,0.6111111111111112,0.75,0.40540540540540543,0.2956521739130435,0.875,0.25,0.4409448818897638,0.32575757575757575,0.9230769230769231,0.0,0.55,0.5255813953488372
2229,Red,False,5,0.0,1.0,0.0,0.2352941176470588,0.8823529411764706,0.1176470588235294,0.4176470588235294,0.29411764705882354,0.3929411764705881,4.0,4.0,0.2352941176470588,1.3529411764705883,0.1176470588235294,0.3158823529411765,0.35294117647058826,0.2764705882352941,40.0,660.7058823529413,1.0,0.0,1.0,4.0,8.0,0.0,0.0,13.0,185.42,190.5,185.0,1.0,0.0,0.0,0.375,0.625,0.0625,0.51125,0.5,0.171875,3.0,6.0,0.1875,0.5625,0.0625,0.444375,0.125,0.194375,25.0,344.5625,5.0,0.0,0.0,0.0,7.0,2.0,1.0,10.0,182.88,187.96,185.0,33.0,35.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7882352941176473,0.6428571428571429,0.6291079812206575,0.5394736842105263,0.35351089588377727,0.358974358974359,0.5495495495495495,0.7096774193548387,0.3442444080741954,0.4652777777777778,0.8928571428571429,0.8695652173913043,0.40249161475802586,0.5015384615384615,0.4642857142857142,0.75,0.47131147540983603,0.5922330097087378,0.5540540540540541,0.6666666666666666,0.4799999999999999,0.7282608695652174,0.27366104181951584,0.3425414364640884,0.5205479452054795,0.7272727272727273,0.2207384131971721,0.49185667752442996,0.7714285714285716,0.7857142857142857,0.30172966047405503,0.5644028103044496,0.37499999999999994,0.37037037037037035,0.38507625272331153,0.7075606276747504
2230,Red,False,3,0.0,1.0,0.0,0.25,4.0,0.0,0.4,0.5,0.2125,1.0,2.0,0.0,2.0,0.75,0.55,0.75,0.375,9.0,557.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,193.04,198.12,265.0,0.0,1.0,0.0,0.38461538461538464,1.7692307692307692,0.0,0.5046153846153847,0.6923076923076923,0.5938461538461538,4.0,5.0,0.2307692307692308,0.2307692307692308,0.07692307692307693,0.3353846153846154,0.0,0.023076923076923075,21.0,361.23076923076917,1.0,0.0,0.0,0.0,5.0,3.0,0.0,8.0,187.96,193.04,242.0,31.0,33.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.875,0.8437499999999999,0.5714285714285714,0.7222222222222222,0.2597402597402597,0.34432234432234443,0.6666666666666666,0.65,0.4166666666666667,0.3498452012383901,0.0,0.8333333333333335,0.4625,0.4523227383863081,0.3333333333333333,0.5555555555555555,0.5923076923076923,0.5672191528545119,0.75,0.5517241379310345,0.42857142857142855,0.6947368421052632,0.42857142857142855,0.2770083102493075,0.6962962962962963,0.6710526315789471,0.547244094488189,0.38253638253638245,1.0,0.7727272727272727,0.5634328358208955,0.4078947368421053,0.7,0.21428571428571433,0.6861313868613139,0.4725457570715476
2231,Blue,False,3,0.0,2.0,0.0,0.5,3.5,0.0,0.345,0.5,0.165,2.0,0.0,0.0,0.0,0.0,0.305,0.0,0.08,6.0,814.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,177.8,177.8,155.0,0.0,2.0,0.0,0.0,2.0,0.4166666666666667,0.43333333333333335,1.0833333333333333,0.475,2.0,5.0,0.3333333333333333,0.9166666666666666,0.5833333333333334,0.3458333333333334,0.8333333333333334,0.2775,30.0,689.3333333333335,0.0,0.0,0.0,4.0,1.0,2.0,0.0,7.0,170.18,172.72,145.0,24.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.625,0.7113402061855669,0.8125,0.5306122448979592,0.22058823529411764,0.3405088062622309,0.6538461538461539,0.5784313725490197,0.2922077922077922,0.31970260223048325,0.625,0.6666666666666666,0.33707865168539325,0.391238670694864,0.13636363636363635,0.38271604938271603,0.42201834862385323,0.6316602316602316,0.6818181818181818,0.7083333333333335,0.8461538461538461,0.6067415730337078,0.2542372881355932,0.2840059790732437,0.0,0.6630434782608694,0.22429906542056074,0.2555391432791728,1.0,0.831168831168831,0.31297709923664124,0.3588235294117648,0.125,0.35294117647058826,0.39751552795031053,0.5507474429583006
2232,Red,False,3,1.0,0.0,0.0,0.0,3.0,0.0,0.38,0.0,0.33,0.0,1.0,0.0,0.0,0.0,0.55,0.0,1.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,182.88,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.38,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47,0.0,0.0,3.0,900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,185.42,145.0,34.0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7142857142857143,0.6666666666666666,0.3333333333333333,1.0,0.36923076923076925,0.3380281690140845,0.5,0.6363636363636364,0.2833333333333333,0.26229508196721313,0.75,0.7692307692307693,0.38461538461538464,0.3855421686746988,0.3333333333333333,0.0,0.5677966101694916,0.5736434108527132,0.625,0.7272727272727273,0.0,0.5,0.5254237288135594,0.3968253968253968,0.7777777777777778,1.0,0.4375,0.2826086956521739,1.0,0.875,0.5588235294117647,0.47368421052631576,1.0,0.0,0.6153846153846154,0.6
2233,Red,False,3,0.0,2.0,0.0,0.5,1.0,0.5,0.38,0.0,0.25,2.0,0.0,1.0,1.5,0.0,0.615,0.5,0.41,5.0,746.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,185.42,193.04,170.0,0.0,2.0,0.0,0.0,3.0,0.0,0.6950000000000001,0.0,0.665,2.0,0.0,0.5,0.0,0.0,0.49,0.5,0.0,6.0,900.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,185.42,190.5,185.0,27.0,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6,0.9545454545454546,0.75,1.0,0.3333333333333333,0.5056179775280899,0.9166666666666666,0.8695652173913043,0.31746031746031744,0.4578313253012048,0.8666666666666667,0.9772727272727273,0.39072847682119205,0.6845637583892618,0.3333333333333333,0.6666666666666666,0.5630252100840336,0.738255033557047,0.6551724137931034,0.8666666666666667,0.9230769230769231,0.9285714285714286,0.5693430656934306,0.4507042253521127,0.8636363636363636,0.782608695652174,0.5677966101694916,0.4819277108433735,0.92,1.0,0.6337209302325582,0.5833333333333334,0.4166666666666667,0.0,0.6538461538461539,0.695906432748538
2234,Blue,False,3,0.0,1.0,0.0,0.0,1.9,0.0,0.528,1.6,0.379,4.0,4.0,0.3,0.9,0.3,0.504,0.8,0.421,26.0,737.7,0.0,0.0,1.0,3.0,1.0,1.0,0.0,6.0,172.72,172.72,155.0,0.0,1.0,0.0,0.6,0.2,0.0,0.4320000000000001,0.0,0.3,1.0,2.0,0.0,1.2,0.0,0.384,0.6,0.16,15.0,900.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,167.64,170.18,145.0,28.0,30.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.813953488372093,0.7040816326530612,0.6183206106870229,0.7088607594936708,0.4095744680851064,0.3846153846153846,0.7450980392156863,0.46808510638297873,0.3771043771043771,0.2803468208092485,0.7972972972972973,0.6612903225806451,0.48682559598494346,0.4366197183098592,0.3875,0.5555555555555556,0.6426229508196721,0.4511784511784512,0.7972972972972973,0.65625,0.6496350364963505,0.6451612903225806,0.4194831013916501,0.28293736501079914,0.5670103092783506,0.86,0.42356687898089174,0.2603686635944701,0.8571428571428571,0.7314814814814815,0.4816824966078697,0.3861386138613861,0.5434782608695653,0.20833333333333334,0.6076190476190476,0.47751322751322756
2235,Red,False,3,1.0,0.0,0.0,0.0,2.0,0.0,0.71,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.33,0.0,0.33,1.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,182.88,155.0,1.0,0.0,0.0,0.5,1.0,0.0,0.63,1.0,0.0,1.0,1.0,0.0,1.5,0.0,0.6599999999999999,1.0,0.415,4.0,580.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,175.26,177.8,155.0,26.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.896551724137931,1.0,0.8846153846153846,0.5,0.3442622950819672,1.0,0.6111111111111112,0.6,0.4,1.0,1.0,0.7142857142857143,0.5365853658536586,0.0,0.0,0.8421052631578947,0.6306818181818182,0.0,0.875,0.0,0.8636363636363636,0.2222222222222222,0.3888888888888889,0.5,0.6666666666666666,0.35714285714285715,0.5,0.0,1.0,0.3333333333333333,0.582089552238806,0.3333333333333333,0.5,0.5588235294117647,0.7194244604316546
2236,Blue,True,5,0.0,1.0,0.0,0.6666666666666666,2.6666666666666665,0.0,0.6011111111111113,0.2222222222222222,0.4944444444444445,7.0,1.0,0.1111111111111111,0.0,0.0,0.4311111111111111,0.1111111111111111,0.07333333333333332,13.0,292.8888888888889,2.0,0.0,0.0,1.0,7.0,0.0,0.0,8.0,185.42,195.58,240.0,0.0,9.0,0.0,1.0,0.1111111111111111,0.0,0.5455555555555555,0.0,0.16666666666666666,9.0,0.0,0.0,0.0,0.0,0.4044444444444445,0.0,0.1477777777777778,16.0,395.88888888888886,2.0,0.0,0.0,2.0,7.0,0.0,0.0,9.0,193.04,195.58,238.0,30.0,28.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8421052631578952,0.7161290322580647,0.7922077922077922,0.5526315789473685,0.4196891191709845,0.46842878120411147,0.6763636363636364,0.6811594202898549,0.5546038543897217,0.4329268292682926,0.9249999999999997,0.8666666666666666,0.6018348623853208,0.493946731234867,0.6666666666666666,0.75,0.727360308285164,0.5123595505617977,0.8571428571428571,0.5,0.6956521739130432,0.45454545454545453,0.24999999999999994,0.36893203883495135,0.6666666666666666,0.0,0.274074074074074,0.2960288808664258,0.8333333333333334,0.9166666666666666,0.34838709677419355,0.37462235649546827,0.2857142857142857,0.11764705882352941,0.4502617801047123,0.382089552238806
